ID,D1,D2,D3,D4,D5,D6,D7,A1,A2,A3,A4,A5,A6,A7,S1,S2,S3,S4,S5,S6,S7
UID_296,1,2,2,0,1,0,0,2,1,0,0,0,0,0,2,2,0,2,2,2,2
UID_297,3,3,0,0,1,1,1,2,1,2,0,2,1,1,2,3,1,1,0,0,2
UID_298,3,2,0,0,1,1,1,2,2,3,0,1,1,0,2,1,0,0,0,0,1
UID_299,3,3,1,1,0,1,0,2,2,3,1,0,1,1,2,3,0,1,0,0,1
UID_300,3,2,2,0,2,0,2,2,3,3,0,3,0,1,2,3,2,0,2,2,3
UID_301,3,2,1,1,2,1,1,2,2,2,0,2,1,1,2,1,0,0,1,0,2
UID_302,3,2,0,0,1,1,1,2,3,3,2,3,3,1,2,1,2,2,2,0,3
UID_303,1,3,0,1,3,3,3,2,3,3,0,1,3,3,2,2,0,0,0,0,3
UID_304,3,2,1,0,3,3,3,2,3,3,1,1,3,3,2,3,1,1,0,0,3
UID_305,1,1,3,0,0,0,0,2,1,1,1,3,0,0,1,1,2,1,2,0,0
UID_306,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,3,1,1,1,1,1
UID_307,1,1,3,0,0,2,0,2,1,1,2,0,2,0,1,1,0,0,0,0,2
UID_308,2,1,1,1,0,3,3,2,2,0,0,0,1,3,1,0,1,1,1,0,3
UID_309,1,1,0,0,0,0,1,2,1,1,2,0,1,1,1,1,3,1,1,1,2
UID_310,1,1,0,0,1,3,3,2,1,1,0,2,3,3,1,1,0,0,0,2,3
UID_311,1,2,0,0,3,3,3,2,1,3,0,0,3,3,1,2,0,3,2,2,2
UID_312,1,1,0,0,1,1,3,2,1,1,0,3,3,3,1,1,0,0,2,0,3
UID_313,1,0,0,1,1,0,0,2,1,0,0,0,1,0,1,1,1,1,0,0,0
UID_314,3,0,0,1,3,0,3,2,0,2,0,1,1,2,1,1,3,0,0,2,2
UID_315,1,1,0,0,0,1,0,2,1,1,0,1,0,1,1,0,0,1,0,0,0
UID_316,1,0,1,1,1,2,3,2,0,1,0,0,0,3,1,1,0,0,0,1,2
UID_317,3,1,1,0,1,0,0,2,1,2,0,0,0,0,1,0,0,0,1,1,1
UID_318,3,1,1,0,1,0,0,2,1,2,0,0,0,0,1,0,0,0,1,1,1
UID_319,3,2,0,0,1,0,0,2,1,1,1,0,0,0,1,1,2,0,1,1,1
UID_320,1,1,1,1,2,1,3,2,2,2,1,2,1,2,1,1,1,2,2,2,1
UID_321,0,0,0,0,1,0,0,2,1,1,0,1,1,0,1,1,1,0,0,0,1
UID_322,1,1,0,3,1,1,1,2,2,2,0,0,1,1,1,2,1,3,1,2,1
UID_323,1,1,1,3,1,1,3,2,1,1,0,1,1,3,1,1,1,3,1,1,3
UID_324,2,1,1,1,0,3,3,2,2,0,0,0,1,3,1,0,1,1,1,0,3
UID_325,1,1,1,2,3,2,3,2,1,1,2,1,2,3,1,1,0,3,0,2,3
UID_326,1,1,0,0,3,1,1,2,1,1,2,1,2,1,1,1,0,0,1,0,2
UID_327,3,1,1,0,2,3,3,2,1,3,1,1,2,3,1,3,1,2,1,1,3
UID_328,1,0,0,1,0,2,1,2,1,3,0,3,3,2,1,2,2,1,1,0,3
UID_329,2,1,2,0,1,1,1,2,1,2,0,2,1,1,1,1,0,2,2,2,1
UID_330,1,1,0,0,2,3,0,2,1,1,0,1,1,0,1,1,0,2,0,0,3
UID_331,1,1,0,3,1,2,3,2,1,1,0,1,1,3,1,1,0,0,0,3,2
UID_332,1,1,1,2,1,0,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2
UID_333,3,0,0,0,2,1,2,2,1,2,0,2,2,2,1,2,0,3,1,2,2
UID_334,1,0,0,2,3,3,3,2,2,2,0,0,3,3,1,1,0,3,0,2,2
UID_335,1,1,0,0,0,0,3,2,1,1,0,0,0,2,1,1,2,0,0,0,1
UID_336,1,1,1,1,1,0,1,2,1,1,0,1,2,2,1,1,1,1,1,0,1
UID_337,1,1,1,0,0,0,0,2,1,1,1,0,0,0,0,2,1,0,0,0,0
UID_338,1,0,0,2,0,1,1,2,1,1,0,0,0,1,0,1,0,0,0,2,0
UID_339,1,0,0,2,1,0,1,2,1,1,0,0,0,1,0,1,0,0,2,2,0
UID_340,1,0,1,0,0,0,1,2,1,1,3,0,1,1,0,1,2,2,0,1,1
UID_341,3,1,0,1,1,1,1,2,0,2,0,0,1,1,0,2,1,0,0,0,1
UID_342,0,1,0,0,3,0,0,2,1,3,0,3,0,0,0,1,1,1,0,0,0
UID_343,3,2,1,1,0,2,2,1,2,2,1,1,2,2,3,3,1,1,2,1,2
UID_344,2,0,0,0,1,1,1,1,1,1,0,2,2,2,3,1,0,1,1,1,1
UID_345,2,1,1,0,1,0,1,1,1,3,0,1,2,0,3,3,1,1,3,3,0
UID_346,2,0,1,0,1,0,0,1,2,3,1,0,1,1,3,3,0,1,1,0,1
UID_347,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,1,0,0
UID_348,1,1,0,0,3,2,3,1,0,1,0,0,2,3,2,0,0,2,1,0,0
UID_349,2,0,0,1,2,3,3,1,1,1,2,1,3,3,2,1,1,2,2,1,3
UID_350,3,3,0,2,1,1,2,1,2,2,0,1,0,1,2,3,1,1,2,3,2
UID_351,1,1,1,1,1,0,1,1,2,2,0,1,2,2,2,3,1,1,1,0,1
UID_352,1,1,1,0,1,0,1,1,1,1,0,1,2,0,2,1,1,1,3,3,0
UID_353,1,1,2,0,2,1,1,1,1,1,0,2,1,1,2,1,0,2,2,0,2
UID_354,2,2,0,2,0,0,1,1,2,2,0,0,0,0,2,2,0,0,0,2,2
UID_355,0,0,2,0,0,3,3,1,0,3,0,0,0,0,2,0,0,0,1,0,3
UID_356,3,2,0,1,2,3,3,1,3,3,1,3,3,3,2,3,0,0,0,0,3
UID_357,1,1,0,1,1,3,3,1,1,2,0,3,2,3,2,2,0,2,0,2,2
UID_358,3,3,2,1,3,2,2,1,3,3,0,3,2,3,2,2,0,1,1,0,3
UID_359,1,0,2,1,0,0,1,1,1,0,1,0,0,0,2,2,1,0,0,0,2
UID_360,2,2,2,1,0,0,0,1,1,0,1,0,1,0,2,0,2,0,1,0,0
UID_361,1,0,2,0,0,0,0,1,1,3,1,0,0,0,2,1,1,1,0,0,0
UID_362,1,0,2,2,1,0,0,1,2,1,0,1,0,0,2,1,0,0,0,0,1
UID_363,2,2,2,1,0,0,0,1,1,0,1,0,1,0,2,0,2,0,1,0,0
UID_364,1,3,0,1,0,0,0,1,1,2,0,0,1,1,2,0,1,0,0,0,1
UID_365,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,1,0,0,0,0,0
UID_366,2,2,2,1,0,0,0,1,1,0,1,0,1,0,2,0,2,0,1,0,0
UID_367,2,2,2,1,0,0,0,1,1,0,1,0,1,0,2,0,2,0,1,0,0
UID_368,2,2,2,1,0,0,0,1,1,0,1,0,1,0,2,0,2,0,1,0,0
UID_369,0,0,0,1,1,0,0,1,1,0,0,2,0,0,2,3,1,0,0,0,0
UID_370,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2,1,0,0,0,0,1
UID_371,1,3,1,1,1,0,1,1,3,1,0,0,0,1,2,0,0,0,0,0,1
UID_372,1,0,0,1,1,0,1,1,3,1,0,0,0,0,2,1,1,0,1,0,1
UID_373,2,2,2,1,0,0,0,1,1,0,1,0,1,0,2,0,2,0,1,0,0
UID_374,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,0,0,1
UID_375,1,0,2,2,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,1
UID_376,1,1,1,1,0,0,1,1,1,2,1,0,1,1,2,1,1,0,0,0,1
UID_377,1,1,0,1,0,0,1,1,1,1,1,0,1,1,2,2,1,1,1,0,1
UID_378,1,1,1,1,0,1,1,1,1,1,0,1,0,0,2,1,1,1,1,1,1
UID_379,3,3,0,2,1,1,2,1,2,2,0,1,0,1,2,3,1,1,2,3,2
UID_380,2,1,0,0,1,3,1,1,3,3,0,1,1,0,2,3,0,0,0,1,2
UID_381,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1
UID_382,2,2,1,1,2,1,0,1,1,2,0,1,1,0,2,1,2,2,0,0,1
UID_383,3,2,3,0,0,3,0,1,3,3,1,3,0,0,2,0,2,1,2,0,0
UID_384,2,0,0,1,2,3,3,1,1,1,2,1,3,3,2,1,1,2,2,1,3
UID_385,1,1,1,0,2,0,1,1,1,1,0,0,0,0,2,1,0,2,2,0,2
UID_386,0,0,0,0,0,3,3,1,0,3,0,0,0,3,2,0,0,0,0,0,3
UID_387,1,1,0,2,1,2,2,1,1,1,1,2,1,2,2,1,0,2,2,2,2
UID_388,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,3
UID_389,2,1,0,0,1,3,3,1,1,2,0,1,1,3,2,2,0,0,2,0,2
UID_390,3,2,0,0,2,3,3,1,3,3,0,3,3,3,2,3,0,0,1,0,3
UID_391,2,3,1,1,3,3,3,1,1,2,0,3,3,3,2,3,1,0,0,0,2
UID_392,2,1,1,1,2,3,3,1,2,1,1,3,2,2,2,2,1,1,1,1,3
UID_393,1,3,0,0,1,1,3,1,3,3,1,1,0,0,2,1,1,0,1,0,3
UID_394,1,0,0,0,2,0,0,1,3,2,0,0,0,2,2,0,0,0,2,3,0
UID_395,1,1,1,0,2,1,2,1,1,1,0,0,1,0,2,1,2,1,1,1,0
UID_396,1,1,0,0,1,1,1,1,3,3,0,0,1,1,2,3,2,0,0,0,0
UID_397,2,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1
UID_398,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
UID_399,2,1,0,2,3,2,3,1,1,1,0,1,3,3,1,3,2,0,2,2,2
UID_400,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1
UID_401,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1
UID_402,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_403,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_404,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_405,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_406,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
UID_407,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_408,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
UID_409,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1
UID_410,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0
UID_411,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
UID_412,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1
UID_413,1,2,1,0,1,2,1,1,1,1,1,3,2,3,1,1,1,0,1,0,2
UID_414,1,2,0,0,2,2,0,1,2,1,0,0,0,0,1,3,0,0,3,0,0
UID_415,2,2,0,0,3,2,3,1,3,3,0,3,3,3,1,2,0,0,1,0,2
UID_416,3,1,1,1,1,3,3,1,3,3,1,3,3,2,1,1,1,1,1,1,3
UID_417,0,0,0,0,1,3,2,1,1,1,0,0,2,1,1,3,0,2,2,0,1
UID_418,1,1,0,0,1,1,1,1,2,1,0,0,1,1,1,1,0,0,0,3,3
UID_419,1,2,1,2,1,0,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2
UID_420,1,1,0,2,2,0,1,1,2,1,0,0,0,0,1,1,0,2,2,0,2
UID_421,1,1,0,2,1,2,2,1,2,1,1,2,1,2,1,1,0,2,2,2,2
UID_422,1,1,0,0,2,1,2,1,1,2,0,2,2,2,1,1,0,3,1,2,2
UID_423,1,1,0,0,1,3,3,1,1,1,0,1,1,3,1,2,0,0,0,2,2
UID_424,2,1,0,0,3,3,3,1,1,1,0,3,3,3,1,1,0,1,0,0,2
UID_425,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,3
UID_426,1,1,1,1,2,3,3,1,1,1,1,3,2,2,1,2,1,1,1,1,3
UID_427,2,1,1,0,2,1,2,1,2,1,0,0,1,0,1,1,2,1,1,1,3
UID_428,2,1,3,0,1,1,3,1,1,1,0,1,0,0,1,1,0,0,0,0,3
UID_429,1,1,1,0,0,0,2,1,1,1,0,0,2,2,1,2,3,2,2,1,0
UID_430,2,1,2,0,1,1,3,1,2,1,2,3,3,3,1,1,2,2,0,0,3
UID_431,1,1,2,0,1,1,3,1,2,1,0,1,1,3,1,1,0,0,0,0,2
UID_432,1,2,0,0,0,3,3,1,1,1,0,1,1,3,1,1,1,1,1,1,2
UID_433,1,2,1,1,1,2,3,1,1,1,1,1,2,3,1,1,1,1,1,1,2
UID_434,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
UID_435,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
UID_436,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_437,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_438,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_439,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_440,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_441,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1
UID_442,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
UID_443,1,2,1,1,0,0,0,1,2,1,1,0,0,1,1,2,1,1,1,1,1
UID_444,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1
UID_445,1,1,2,0,3,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
UID_446,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_447,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_448,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_449,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_450,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_451,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_452,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_453,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
UID_454,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
UID_455,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0
UID_456,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
UID_457,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_458,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1
UID_459,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
UID_460,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
UID_461,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0
UID_462,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0
UID_463,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0
UID_464,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0
UID_465,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,2,1,2,1,1
UID_466,0,2,1,0,2,0,0,1,1,1,0,1,0,0,1,0,2,0,1,0,1
UID_467,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
UID_468,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_469,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_470,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_471,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_472,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_473,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_474,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_475,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_476,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_477,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_478,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_479,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_480,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_481,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_482,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_483,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_484,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_485,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_486,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_487,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UID_489,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_490,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
UID_491,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
UID_492,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
UID_493,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_494,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
UID_495,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0
UID_496,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
UID_497,1,0,3,0,0,0,0,1,2,3,3,0,1,0,1,0,0,3,0,0,1
UID_498,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
UID_499,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0
UID_500,1,0,1,2,0,1,1,1,0,0,0,0,0,0,1,1,1,2,2,1,1
UID_501,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
UID_502,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
UID_503,0,2,1,0,0,2,3,1,1,0,0,1,0,1,1,1,3,1,2,0,3
UID_504,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_505,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_506,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_507,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_508,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_509,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_510,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_511,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_512,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_513,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
UID_514,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_515,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
UID_516,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0
UID_517,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
UID_518,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
UID_519,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
UID_520,1,1,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,1
UID_521,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1
UID_522,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1
UID_523,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0
UID_524,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
UID_525,1,1,0,0,3,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
UID_526,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1
UID_527,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,2,0,1,0,1,1
UID_528,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1
UID_529,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1
UID_530,1,2,1,1,1,1,1,1,2,0,0,0,1,1,1,1,0,0,0,0,2
UID_531,1,2,2,2,1,1,1,1,1,1,0,1,0,1,1,1,3,1,1,1,0
UID_532,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0
UID_533,1,1,0,0,3,2,1,1,1,1,0,1,1,1,1,1,1,2,0,0,1
UID_534,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_535,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_536,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
UID_537,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_538,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1
UID_539,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0
UID_540,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
UID_541,1,1,1,0,1,3,1,1,1,1,0,0,1,3,1,1,1,0,0,0,1
UID_542,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_543,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_544,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_545,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_546,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1
UID_547,2,2,0,0,2,2,0,1,1,3,0,2,0,0,1,3,3,0,0,0,0
UID_548,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_549,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_550,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
UID_551,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,2,0,1,1,0,0
UID_552,2,1,2,1,2,1,2,1,2,1,0,1,1,2,1,3,0,1,1,2,1
UID_553,1,2,0,0,0,0,0,1,2,2,0,0,0,0,1,1,1,0,1,0,1
UID_554,1,1,0,2,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1
UID_555,1,0,3,1,1,0,0,1,1,0,1,0,0,0,1,2,1,1,1,0,1
UID_556,1,1,0,2,1,3,3,1,2,1,0,3,3,2,1,1,0,0,0,2,3
UID_557,1,2,1,1,2,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2
UID_558,1,1,1,1,0,0,1,1,1,1,2,0,0,0,1,1,1,1,1,0,1
UID_559,0,0,1,2,0,1,0,1,0,3,1,0,1,1,1,0,1,1,2,1,1
UID_560,2,1,0,0,2,3,3,1,1,1,0,3,2,2,1,1,0,0,2,1,2
UID_561,2,2,2,0,2,2,2,1,1,2,0,1,2,3,1,2,0,0,0,0,2
UID_562,1,2,0,1,0,0,2,1,1,2,0,0,2,2,1,1,3,1,2,0,0
UID_563,2,1,1,1,3,3,3,1,2,1,1,3,3,3,1,1,1,1,1,1,3
UID_564,0,1,1,1,3,2,1,1,1,1,2,1,1,1,1,0,0,1,1,1,1
UID_565,2,1,1,1,3,1,1,1,1,1,0,1,2,1,1,1,1,1,2,2,1
UID_566,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1
UID_567,2,2,1,1,0,1,0,1,2,1,0,0,1,1,1,1,1,1,1,0,1
UID_568,2,1,0,1,0,1,1,1,1,2,0,0,0,1,1,0,1,0,0,1,2
UID_569,1,0,2,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,1,0
UID_570,2,1,2,2,1,0,0,1,1,1,0,0,1,1,1,1,0,3,2,1,2
UID_571,1,2,1,1,1,1,1,1,2,2,0,0,3,1,1,1,0,1,0,0,0
UID_572,2,1,0,0,2,0,0,1,1,1,0,3,2,0,1,1,0,0,3,0,1
UID_573,1,1,0,0,0,0,1,1,2,1,1,0,0,1,1,1,0,2,0,0,0
UID_574,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1
UID_575,3,3,0,1,1,1,0,1,3,3,0,0,1,0,1,3,1,1,3,1,3
UID_576,2,1,2,0,3,2,3,1,1,1,2,1,3,3,1,3,2,2,0,2,2
UID_577,3,1,0,0,0,0,1,1,2,3,2,0,1,1,1,3,3,1,1,1,2
UID_578,1,2,3,0,0,0,1,1,1,1,3,0,0,0,1,1,0,0,0,0,2
UID_579,1,2,0,1,2,3,3,1,2,1,1,2,2,2,1,1,2,3,1,1,3
UID_580,1,2,1,1,1,1,0,1,2,1,1,1,0,0,1,1,1,0,1,1,1
UID_581,0,0,2,0,1,3,2,1,1,1,0,0,2,1,1,3,0,0,0,0,1
UID_582,1,0,1,1,0,0,1,1,0,2,1,1,0,1,0,1,1,0,0,0,1
UID_583,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
UID_584,0,2,1,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0
UID_585,0,3,0,2,0,1,1,1,0,3,0,0,3,0,0,1,0,1,0,3,1
UID_586,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2
UID_587,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
UID_588,1,0,0,0,0,1,1,1,1,0,0,2,1,1,0,0,0,1,1,0,1
UID_589,3,0,1,0,1,2,0,1,1,2,0,1,1,0,0,1,1,0,0,0,1
UID_590,0,1,2,0,2,2,0,1,2,2,1,0,0,0,0,3,0,0,0,0,2
UID_591,2,0,1,0,0,0,0,1,1,2,0,0,2,2,0,1,0,3,0,1,2
